Function,Generated,Ground Truth
"def popen_nonblock(*args, **kwargs): 
    proc = popen_sp(*args, **kwargs) 
   if proc.stdin: 
      proc.stdin = pipebuf.NonBlockBufferedWriter(proc.stdin) 
   if proc.stdout: 
      proc.stdout = pipebuf.NonBlockBufferedReader(proc.stdout) 
   if proc.stderr: 
      proc.stderr = pipebuf.NonBlockBufferedReader(proc.stderr) 
   return proc"," 'Popen with non-blocking I/O. 
 This is a wrapper around `subprocess.Popen` that uses `pipebuf` 
 to make the stdin, stdout and stderr non-blocking. 
 This is useful when you want to write to stdin but don\'t want 
 the process to wait for the input. 
 :param args: 
 :param kwargs: 
 :return: 
 :rtype: subprocess.Popen'","'Create a process in the same way as popen_sp, but patch the file 
 descriptors so they can be accessed from Python/gevent 
 in a non-blocking manner.'"
"def dup_transform(f, p, q, K): 
    if (not f): 
      return [] 
   n = (len(f) - 1) 
   (h, Q) = ([f[0]], [[K.one]]) 
   for i in range(0, n): 
      Q.append(dup_mul(Q[(-1)], q, K)) 
   for (c, q) in zip(f[1:], Q[1:]): 
      h = dup_mul(h, p, K) 
      q = dup_mul_ground(q, c, K) 
      h = dup_add(h, q, K) 
   return h"," 'Transform ``f`` in ``K[x]`` into ``K[x]`` by multiplying ``f`` by ``p`` 
 and ``q`` and adding the result to ``1``. 
 Examples 
 >>> from sympy.polys.domains import ZZ 
 >>> from sympy.polys.galoistools import dup_transform 
 >>> dup_transform([1, 2, 3], 2, 3, ZZ) 
 [1, 2, 3]'","'Evaluate functional transformation ``q**n * f(p/q)`` in ``K[x]``. 
 Examples 
 >>> from sympy.polys import ring, ZZ 
 >>> R, x = ring(""x"", ZZ) 
 >>> R.dup_transform(x**2 - 2*x + 1, x**2 + 1, x - 1) 
 x**4 - 2*x**3 + 5*x**2 - 4*x + 4'"
"def serialize_item(collection, item): 
    __connect() 
   collection = mongodb[collection.collection_type()] 
   data = collection.find_one({'name': item.name}) 
   if data: 
      collection.update({'name': item.name}, item.to_dict()) 
   else: 
      collection.insert(item.to_dict())", 'Serialize an item in the collection and insert it into the database.',"'Save a collection item to database 
 @param Collection collection collection 
 @param Item item collection item'"
"def create_instance(c_instance): 
    return Serato(c_instance)", 'Create an instance of the Serato class.','Creates and returns the Serato script'
"def req_item(): 
    if (request.function != 'fema'): 
      s3.filter = (FS('req_id$is_template') == False) 
   def prep(r): 
      if (r.interactive or (r.representation == 'aadata')): 
         list_fields = s3db.get_config('req_req_item', 'list_fields') 
         list_fields.insert(1, 'req_id$site_id') 
         levels = gis.get_relevant_hierarchy_levels() 
         levels.reverse() 
         for level in levels: 
            lfield = ('req_id$site_id$location_id$%s' % level) 
            list_fields.insert(1, lfield) 
         s3db.configure('req_req_item', insertable=False, list_fields=list_fields) 
         s3.crud_strings['req_req_item'].title_list = T('Requested   Items') 
         if ((r.method != None) and (r.method != 'update') and (r.method != 'read')): 
            s3db.req_hide_quantities(r.table) 
      return True 
   s3.prep = prep 
   output = s3_rest_controller('req', 'req_item') 
   if settings.get_req_prompt_match(): 
      req_item_inv_item_btn = dict(url=URL(c='req', f='req_item_inv_item', args=['[id]']), _class='action-btn', label=str(T('Request   from   Facility'))) 
      if s3.actions: 
         s3.actions.append(req_item_inv_item_btn) 
      else: 
         s3.actions = [req_item_inv_item_btn] 
   return output", 'Requested Items Controller',"'REST Controller 
 @ToDo: Filter out fulfilled Items?'"
"def service_status(hostname=None, service=None, **kwargs): 
    if (not hostname): 
      raise CommandExecutionError('Missing   hostname   parameter') 
   if (not service): 
      raise CommandExecutionError('Missing   service   parameter') 
   target = 'service' 
   numeric = kwargs.get('numeric') 
   data = _status_query(target, hostname, service=service, enumerate=numeric) 
   ret = {'result': data['result']} 
   if ret['result']: 
      ret['status'] = data.get('json_data', {}).get('data', {}).get(target, {}).get('status', (((not numeric) and 'Unknown') or 2)) 
   else: 
      ret['error'] = data['error'] 
   return ret"," 'Retrieves the status of a service. 
 Example:: 
 from fabtools import require 
 require.service.status(\'httpd\') 
 This will return the status of the httpd service on the current host. 
 If the service is not running, it will return an error. 
 If the service is running, it will return a dictionary with the status 
 of the service.'","'Check status of a particular service on a host on it in Nagios. 
 By default statuses are returned in a numeric format. 
 Parameters: 
 hostname 
 The hostname to check the status of the service in Nagios. 
 service 
 The service to check the status of in Nagios. 
 numeric 
 Turn to false in order to return status in text format 
 (\'OK\' instead of 0, \'Warning\' instead of 1 etc) 
 :return: status:     \'OK\', \'Warning\', \'Critical\' or \'Unknown\' 
 CLI Example: 
 .. code-block:: bash 
 salt \'*\' nagios_rpc.service_status hostname=webserver.domain.com service=\'HTTP\' 
 salt \'*\' nagios_rpc.service_status hostname=webserver.domain.com service=\'HTTP\' numeric=False'"
"def command_show(problem): 
    print problem.get_html()", 'Show the problem in a browser.','Display the text for this problem'
"def current_route_url(request, *elements, **kw): 
    return request.current_route_url(*elements, **kw)", 'Return the URL for the current route.',"'This is a backwards compatibility function.  Its result is the same as 
 calling:: 
 request.current_route_url(*elements, **kw) 
 See :meth:`pyramid.request.Request.current_route_url` for more 
 information.'"
"def obfuscatePowershellScript(code): 
    import re 
   newCode = code 
   newCode = remove_comments(newCode) 
   if ('function   Invoke-ReflectivePEInjection' in newCode): 
      newCode = newCode.replace(""$TypeBuilder.DefineLiteral('IMAGE_DLL_CHARACTERISTICS_DYNAMIC_BASE',   [UInt16]   0x0040)   |   Out-Null"", ""$TypeBuilder.DefineLiteral('IMAGE_DLL_CHARACTERIS'+'TICS_DYNAMIC_BASE',   [UInt16]   0x0040)   |   Out-Null"") 
   return newCode"," 'Obfuscate the powershell script to prevent it from being detected by 
 tools like Metasploit.'","'Try to clean powershell script (perhaps in the future \'obfuscation\'...). 
 Comments are deteleted and some strings are replaced in some powershell functions to bypass AV detection'"
"def add_metadata_type(ir): 
    buf = [] 
   for line in ir.splitlines(): 
      if re_metadata_def.match(line): 
         if (None is re_metadata_correct_usage.search(line)): 
            line = line.replace('!{', 'metadata   !{') 
            line = line.replace('!""', 'metadata   !""') 
            def sub_metadata(m): 
               return 'metadata   {0}'.format(m.group(0)) 
            line = re_metadata_ref.sub(sub_metadata, line) 
            line = line.lstrip('metadata   ') 
      buf.append(line) 
   return '\n'.join(buf)"," 'Adds metadata to the input IR. 
 :param ir: input IR 
 :returns: input IR with metadata added'","'Rewrite metadata since llvm3.6 dropped the ""metadata"" type prefix.'"
"def factory(type): 
    return ArrowFactory(type)"," 'Returns a factory for creating Arrow instances of a given type. 
 Parameters 
 type : ArrowType 
 The type of Arrow to return.'","'Returns an :class:`.ArrowFactory` for the specified :class:`Arrow <arrow.arrow.Arrow>` 
 or derived type. 
 :param type: the type, :class:`Arrow <arrow.arrow.Arrow>` or derived.'"
"def get_dl_data(song, mediatype='any'): 
    def mbsize(x): 
      '   Return   size   in   MB.   ' 
      return str(int((x / (1024 ** 2)))) 
   p = util.get_pafy(song) 
   dldata = [] 
   text = '   [Fetching   stream   info]   >' 
   streamlist = [x for x in p.allstreams] 
   if (mediatype == 'audio'): 
      streamlist = [x for x in p.audiostreams] 
   l = len(streamlist) 
   for (n, stream) in enumerate(streamlist): 
      sys.stdout.write(((((text + ('-' * n)) + '>') + ('   ' * ((l - n) - 1))) + '<\r')) 
      sys.stdout.flush() 
      try: 
         size = mbsize(stream.get_filesize()) 
      except TypeError: 
         util.dbg(((c.r + '---Error   getting   stream   size') + c.w)) 
         size = 0 
      item = {'mediatype': stream.mediatype, 'size': size, 'ext': stream.extension, 'quality': stream.quality, 'notes': stream.notes, 'url': stream.url} 
      dldata.append(item) 
   screen.writestatus('') 
   return (dldata, p)"," 'Get info on the stream to download. 
 :param song: The song to download 
 :param mediatype: The type of stream to download. 
 :returns: A tuple containing the downloadable data and the PAFY object 
 :rtype: tuple'","'Get filesize and metadata for all streams, return dict.'"
"def sign(wire, keyname, secret, time, fudge, original_id, error, other_data, request_mac, ctx=None, multi=False, first=True, algorithm=default_algorithm): 
    (algorithm_name, digestmod) = get_algorithm(algorithm) 
   if first: 
      ctx = hmac.new(secret, digestmod=digestmod) 
      ml = len(request_mac) 
      if (ml > 0): 
         ctx.update(struct.pack('!H', ml)) 
         ctx.update(request_mac) 
   id = struct.pack('!H', original_id) 
   ctx.update(id) 
   ctx.update(wire[2:]) 
   if first: 
      ctx.update(keyname.to_digestable()) 
      ctx.update(struct.pack('!H', dns.rdataclass.ANY)) 
      ctx.update(struct.pack('!I', 0)) 
   long_time = (time + 0L) 
   upper_time = ((long_time >> 32) & 65535L) 
   lower_time = (long_time & 4294967295L) 
   time_mac = struct.pack('!HIH', upper_time, lower_time, fudge) 
   pre_mac = (algorithm_name + time_mac) 
   ol = len(other_data) 
   if (ol > 65535): 
      raise ValueError('TSIG   Other   Data   is   >   65535   bytes') 
   post_mac = (struct.pack('!HH', error, ol) + other_data) 
   if first: 
      ctx.update(pre_mac) 
      ctx.update(post_mac) 
   else: 
      ctx.update(time_mac) 
   mac = ctx.digest() 
   mpack = struct.pack('!H', len(mac)) 
   tsig_rdata = ((((pre_mac + mpack) + mac) + id) + post_mac) 
   if multi: 
      ctx = hmac.new(secret, digestmod=digestmod) 
      ml = len(mac) 
      ctx.update(struct.pack('!H', ml)) 
      ctx.update(mac) 
   else: 
      ctx = None 
   return (tsig_rdata, mac, ctx)"," 'Generate a TSIG RDATA. 
 This function generates the TSIG RDATA and the TSIG MAC. 
 It uses the HMAC-MD5 algorithm. 
 :param wire: The wire format wire object. 
 :param keyname: The name of the key. 
 :param secret: The secret key. 
 :param time: The time the signature was created. 
 :param fudge: The fudge value. 
 :param original_id: The original ID of the record. 
 :param error: The error code. 
 :param other_data: The other data. 
 :param request_mac: The request MAC. 
 :param ctx: The context for the HMAC. 
 :param multi: Whether this is a multi-signature. 
 :param first: Whether this is the first signature. 
 :param algorithm: The algorithm to use. 
 :return: The TSIG RDATA, the TSIG MAC, and the HMAC context. 
 :rtype: tuple(bytes, bytes, hmac.HMAC)'","'Return a (tsig_rdata, mac, ctx) tuple containing the HMAC TSIG rdata 
 for the input parameters, the HMAC MAC calculated by applying the 
 TSIG signature algorithm, and the TSIG digest context. 
 @rtype: (string, string, hmac.HMAC object) 
 @raises ValueError: I{other_data} is too long 
 @raises NotImplementedError: I{algorithm} is not supported'"
"def errors_response(status, errors): 
    document = {'errors': errors, 'jsonapi': {'version': JSONAPI_VERSION}} 
   return (jsonpify(document), status)", 'Returns a JSON-API formatted response for a failed request.',"'Return an error response with multiple errors. 
 `status` is an integer representing an HTTP status code corresponding to an 
 error response. 
 `errors` is a list of error dictionaries, each of which must satisfy the 
 requirements of the JSON API specification. 
 This function returns a two-tuple whose left element is a dictionary 
 representing a JSON API response document and whose right element is 
 simply `status`. 
 The keys within each error object are described in the `Errors`_ 
 section of the JSON API specification. 
 .. _Errors: http://jsonapi.org/format/#errors'"
"def dmp_integrate_in(f, m, j, u, K): 
    if ((j < 0) or (j > u)): 
      raise IndexError(('0   <=   j   <=   u   expected,   got   %s' % (u, j))) 
   return _rec_integrate_in(f, m, u, 0, j, K)"," 'Integrate ``f`` in ``[0, j]`` with respect to ``x_j`` for ``j`` in ``[0, u]``. 
 Examples 
 >>> from sympy.polys import ring, ZZ 
 >>> R, x, y = ring(""x, y"", ZZ) 
 >>> f = x**2 + x*y + y**2 
 >>> dmp_integrate_in(f, 2, 2, 1, 1, R) 
 x + y'","'Computes the indefinite integral of ``f`` in ``x_j`` in ``K[X]``. 
 Examples 
 >>> from sympy.polys import ring, QQ 
 >>> R, x,y = ring(""x,y"", QQ) 
 >>> R.dmp_integrate_in(x + 2*y, 1, 0) 
 1/2*x**2 + 2*x*y 
 >>> R.dmp_integrate_in(x + 2*y, 1, 1) 
 x*y + y**2'"
"def dump_thread_stack(): 
    threads = threading.enumerate() 
   output_file = (PROFILING_OUTPUT_FMT % get_filename_fmt()) 
   data = {} 
   for (thread, frame) in sys._current_frames().items(): 
      trace = traceback.format_stack(frame) 
      data[('%x' % thread)] = {'traceback': trace, 'name': get_thread_name(threads, thread)} 
   json.dump(data, file(output_file, 'w'), indent=4)"," 'Dump a thread stack in JSON format to the output file. 
 This function is called by the profiler when profiling is enabled.'",'Dumps all thread stacks to a file'
"@endpoint(u'/ajax/books/{library_id=None}', postprocess=json) 
 def books(ctx, rd, library_id): 
    db = get_db(ctx, rd, library_id) 
   with db.safe_read_lock: 
      id_is_uuid = rd.query.get(u'id_is_uuid', u'false') 
      ids = rd.query.get(u'ids') 
      if ((ids is None) or (ids == u'all')): 
         ids = db.all_book_ids() 
      else: 
         ids = ids.split(u',') 
         if (id_is_uuid == u'true'): 
            ids = {db.lookup_by_uuid(x) for x in ids} 
            ids.discard(None) 
         else: 
            try: 
               ids = {int(x) for x in ids} 
            except Exception: 
               raise HTTPNotFound(u'ids   must   a   comma   separated   list   of   integers') 
      last_modified = None 
      category_urls = (rd.query.get(u'category_urls', u'true').lower() == u'true') 
      device_compatible = (rd.query.get(u'device_compatible', u'false').lower() == u'true') 
      device_for_template = rd.query.get(u'device_for_template', None) 
      ans = {} 
      restricted_to = ctx.allowed_book_ids(rd, db) 
      for book_id in ids: 
         if (book_id not in restricted_to): 
            ans[book_id] = None 
            continue 
         (data, lm) = book_to_json(ctx, rd, db, book_id, get_category_urls=category_urls, device_compatible=device_compatible, device_for_template=device_for_template) 
         last_modified = (lm if (last_modified is None) else max(lm, last_modified)) 
         ans[book_id] = data 
   if (last_modified is not None): 
      rd.outheaders[u'Last-Modified'] = http_date(timestampfromdt(last_modified)) 
   return ans"," 'Returns a JSON object containing the book data for all the books 
 specified in the request. 
 :param rd: The RequestDict. 
 :param library_id: The library ID. 
 :return: A JSON object containing the book data for all the books 
 specified in the request. 
 :rtype: dict'","'Return the metadata for the books as a JSON dictionary. 
 Query parameters: ?ids=all&category_urls=true&id_is_uuid=false&device_for_template=None 
 If category_urls is true the returned dictionary also contains a 
 mapping of category (field) names to URLs that return the list of books in the 
 given category. 
 If id_is_uuid is true then the book_id is assumed to be a book uuid instead.'"
"def get_injected_network_template(network_info, use_ipv6=CONF.use_ipv6, template=CONF.injected_network_template): 
    if (network_info is None): 
      return None 
   if hasattr(network_info, 'legacy'): 
      network_info = network_info.legacy() 
   nets = [] 
   ifc_num = (-1) 
   have_injected_networks = False 
   for (network_ref, mapping) in network_info: 
      ifc_num += 1 
      if (not network_ref['injected']): 
         continue 
      have_injected_networks = True 
      address = mapping['ips'][0]['ip'] 
      netmask = mapping['ips'][0]['netmask'] 
      address_v6 = None 
      gateway_v6 = None 
      netmask_v6 = None 
      if use_ipv6: 
         address_v6 = mapping['ip6s'][0]['ip'] 
         netmask_v6 = mapping['ip6s'][0]['netmask'] 
         gateway_v6 = mapping['gateway_v6'] 
      net_info = {'name': ('eth%d' % ifc_num), 'address': address, 'netmask': netmask, 'gateway': mapping['gateway'], 'broadcast': mapping['broadcast'], 'dns': '   '.join(mapping['dns']), 'address_v6': address_v6, 'gateway_v6': gateway_v6, 'netmask_v6': netmask_v6} 
      nets.append(net_info) 
   if (have_injected_networks is False): 
      return None 
   if (not template): 
      return None 
   _late_load_cheetah() 
   ifc_template = open(template).read() 
   return str(Template(ifc_template, searchList=[{'interfaces': nets, 'use_ipv6': use_ipv6}]))", 'Returns the injected network template.',"'return a rendered network template for the given network_info 
 :param network_info: 
 :py:meth:`~nova.network.manager.NetworkManager.get_instance_nw_info` 
 Note: this code actually depends on the legacy network_info, but will 
 convert the type itself if necessary.'"
"@pytest.fixture 
 def reset_standarddir(no_cachedir_tag): 
    standarddir.init(None) 
   (yield) 
   standarddir.init(None)", 'Reset the standard directory before each test.','Clean up standarddir arguments before and after each test.'
"def refresh_db(full=False): 
    if full: 
      return (__salt__['cmd.retcode']('/bin/pkg   refresh   --full') == 0) 
   else: 
      return (__salt__['cmd.retcode']('/bin/pkg   refresh') == 0)"," 'Refresh the package manager cache. 
 If full is set, then the full cache will be refreshed. 
 Otherwise, only the normal cache will be refreshed.'","'Updates the remote repos database. 
 full : False 
 Set to ``True`` to force a refresh of the pkg DB from all publishers, 
 regardless of the last refresh time. 
 CLI Example: 
 .. code-block:: bash 
 salt \'*\' pkg.refresh_db 
 salt \'*\' pkg.refresh_db full=True'"
"def from_current_timezone(value): 
    if (settings.USE_TZ and (value is not None) and timezone.is_naive(value)): 
      current_timezone = timezone.get_current_timezone() 
      try: 
         return timezone.make_aware(value, current_timezone) 
      except Exception: 
         raise ValidationError((_(u""%(datetime)s   couldn't   be   interpreted   in   time   zone   %(current_timezone)s;   it   may   be   ambiguous   or   it   may   not   exist."") % {u'datetime': value, u'current_timezone': current_timezone})) 
   return value"," 'Convert a datetime object to the current time zone. 
 If the datetime is naive, it will be converted to UTC and then 
 converted back to the current time zone. 
 If the datetime is not naive, it will be converted to UTC and 
 then converted to the current time zone.'","'When time zone support is enabled, convert naive datetimes 
 entered in the current time zone to aware datetimes.'"
"def DEFINE_boolean(name, default, help): 
    CONFIG.AddOption(type_info.Bool(name=name, default=default, description=help))"," 'Define a boolean option. 
 Parameters 
 name : str 
 The name of the option. 
 default : bool 
 The default value for the option. 
 help : str 
 A help message for the option.'",'A helper for defining boolean options.'
"def load_lang_conf(): 
    if osp.isfile(LANG_FILE): 
      with open(LANG_FILE, 'r') as f: 
         lang = f.read() 
   else: 
      lang = get_interface_language() 
      save_lang_conf(lang) 
   if (lang.strip('\n') in DISABLED_LANGUAGES): 
      lang = DEFAULT_LANGUAGE 
      save_lang_conf(lang) 
   return lang", 'Loads the language configuration file and returns the selected language.',"'Load language setting from language config file if it exists, otherwise 
 try to use the local settings if Spyder provides a translation, or 
 return the default if no translation provided.'"
"def badDecorator(fn): 
    def nameCollision(*args, **kwargs): 
      return fn(*args, **kwargs) 
   return nameCollision", 'Decorator to test for name collisions.',"'Decorate a function without preserving the name of the original function. 
 Always return a function with the same name.'"
"def find_file(path, saltenv='base', **kwargs): 
    if ('env' in kwargs): 
      salt.utils.warn_until('Oxygen', ""Parameter   'env'   has   been   detected   in   the   argument   list.      This   parameter   is   no   longer   used   and   has   been   replaced   by   'saltenv'   as   of   Salt   2016.11.0.      This   warning   will   be   removed   in   Salt   Oxygen."") 
      kwargs.pop('env') 
   path = os.path.normpath(path) 
   fnd = {'path': '', 'rel': ''} 
   if os.path.isabs(path): 
      return fnd 
   if (saltenv not in __opts__['file_roots']): 
      return fnd 
   def _add_file_stat(fnd): 
      '\n                        Stat   the   file   and,   assuming   no   errors   were   found,   convert   the   stat\n                        result   to   a   list   of   values   and   add   to   the   return   dict.\n\n                        Converting   the   stat   result   to   a   list,   the   elements   of   the   list\n                        correspond   to   the   following   stat_result   params:\n\n                        0   =>   st_mode=33188\n                        1   =>   st_ino=10227377\n                        2   =>   st_dev=65026\n                        3   =>   st_nlink=1\n                        4   =>   st_uid=1000\n                        5   =>   st_gid=1000\n                        6   =>   st_size=1056233\n                        7   =>   st_atime=1468284229\n                        8   =>   st_mtime=1456338235\n                        9   =>   st_ctime=1456338235\n                        ' 
      try: 
         fnd['stat'] = list(os.stat(fnd['path'])) 
      except Exception: 
         pass 
      return fnd 
   if ('index' in kwargs): 
      try: 
         root = __opts__['file_roots'][saltenv][int(kwargs['index'])] 
      except IndexError: 
         return fnd 
      except ValueError: 
         return fnd 
      full = os.path.join(root, path) 
      if (os.path.isfile(full) and (not salt.fileserver.is_file_ignored(__opts__, full))): 
         fnd['path'] = full 
         fnd['rel'] = path 
         return _add_file_stat(fnd) 
      return fnd 
   for root in __opts__['file_roots'][saltenv]: 
      full = os.path.join(root, path) 
      if (os.path.isfile(full) and (not salt.fileserver.is_file_ignored(__opts__, full))): 
         fnd['path'] = full 
         fnd['rel'] = path 
         return _add_file_stat(fnd) 
   return fnd"," 'Find the file in the file roots. 
 If the file is not found, return an empty dictionary. 
 If the file is found, return a dictionary with the path and relative path 
 to the file.'",'Search the environment for the relative path.'
"def load_pandas(): 
    filepath = os.path.dirname(os.path.abspath(__file__)) 
   data = pd.read_csv(os.path.join((filepath + '/china_smoking.csv')), index_col='Location') 
   return utils.Dataset(data=data, title='Smoking   and   lung   cancer   in   Chinese   regions')", 'Loads the pandas dataset',"'Load the China smoking/lung cancer data and return a Dataset class. 
 Returns 
 Dataset instance: 
 See DATASET_PROPOSAL.txt for more information.'"
"def flatten(seq, scalarp=is_scalar_or_string): 
    for item in seq: 
      if scalarp(item): 
         (yield item) 
      else: 
         for subitem in flatten(item, scalarp): 
            (yield subitem)"," 'Returns a flattened version of the given sequence. 
 Parameters 
 seq : iterable 
 A sequence of iterables. 
 scalarp : callable 
 A function that takes an item as input and returns True if it is a 
 scalar, and False otherwise. 
 Returns 
 iterable 
 An iterable containing the flattened version of the input sequence. 
 Examples 
 >>> list(flatten([1, [2, 3], 4])) 
 [1, 2, 3, 4] 
 >>> list(flatten([1, [2, [3, 4]], 5])) 
 [1, 2, 3, 4, 5] 
 >>> list(flatten([1, [2, [3, [4, 5]]], 6])) 
 [1, 2, 3, 4, 5, 6] 
 >>> list(flatten([1, [2, [3, [4, [5, 6]]]]], scalarp=lambda x: isinstance(x, str))) 
 [1, 2,","'Returns a generator of flattened nested containers 
 For example: 
 >>> from matplotlib.cbook import flatten 
 >>> l = ((\'John\', [\'Hunter\']), (1, 23), [[([42, (5, 23)], )]]) 
 >>> print(list(flatten(l))) 
 [\'John\', \'Hunter\', 1, 23, 42, 5, 23] 
 By: Composite of Holger Krekel and Luther Blissett 
 From: https://code.activestate.com/recipes/121294/ 
 and Recipe 1.12 in cookbook'"
"def isLineIntersectingLoops(loops, pointBegin, pointEnd): 
    normalizedSegment = (pointEnd - pointBegin) 
   normalizedSegmentLength = abs(normalizedSegment) 
   if (normalizedSegmentLength > 0.0): 
      normalizedSegment /= normalizedSegmentLength 
      segmentYMirror = complex(normalizedSegment.real, (- normalizedSegment.imag)) 
      pointBeginRotated = (segmentYMirror * pointBegin) 
      pointEndRotated = (segmentYMirror * pointEnd) 
      if isLoopListIntersectingInsideXSegment(loops, pointBeginRotated.real, pointEndRotated.real, segmentYMirror, pointBeginRotated.imag): 
         return True 
   return False"," 'Returns True if the point is inside the loop. 
 If the point is not inside the loop, the function returns False. 
 If the point is inside the loop, the function returns True. 
 Parameters 
 loops : list 
 List of loops. 
 pointBegin : list 
 List of points for the beginning of the loop. 
 pointEnd : list 
 List of points for the end of the loop. 
 Returns 
 True if the point is inside the loop. 
 False if the point is not inside the loop.'",'Determine if the line is intersecting loops.'
"def report_expected_diffs(diffs, colorize=False): 
    if (not diffs): 
      return 'No   differences' 
   diffs = diffs.items() 
   diffs.sort() 
   s = [] 
   last = '' 
   for (path, desc) in diffs: 
      t = _space_prefix(last, path, indent=4, include_sep=False) 
      if colorize: 
         t = color_line(t, 11) 
      last = path 
      if (len(desc.splitlines()) > 1): 
         cur_indent = len(re.search('^[   ]*', t).group(0)) 
         desc = indent((cur_indent + 2), desc) 
         if colorize: 
            t += '\n' 
            for line in desc.splitlines(): 
               if line.strip().startswith('+'): 
                  line = color_line(line, 10) 
               elif line.strip().startswith('-'): 
                  line = color_line(line, 9) 
               else: 
                  line = color_line(line, 14) 
               t += (line + '\n') 
         else: 
            t += ('\n' + desc) 
      else: 
         t += ('   ' + desc) 
      s.append(t) 
   s.append(('Files   with   differences:   %s' % len(diffs))) 
   return '\n'.join(s)"," 'Return a diff report. 
 :param diffs: a dict of diffs, where keys are paths and values are 
 lists of lines that differ. 
 :param colorize: if True, colorize the diff report'","'Takes the output of compare_expected, and returns a string 
 description of the differences.'"
"@treeio_login_required 
 @handle_response_format 
 def tax_view(request, tax_id, response_format='html'): 
    tax = get_object_or_404(Tax, pk=tax_id) 
   if ((not request.user.profile.has_permission(tax, mode='r')) and (not request.user.profile.is_admin('treeio_finance'))): 
      return user_denied(request, ""You   don't   have   access   to   this   Tax"", response_format) 
   return render_to_response('finance/tax_view', {'tax': tax}, context_instance=RequestContext(request), response_format=response_format)"," 'View a tax object. 
 :param request: The current request. 
 :param tax_id: The tax id. 
 :param response_format: The format to return the response in. 
 :return: A response to the request.'",'View a tax'
"def timeit(func): 
    before = time.time() 
   res = func() 
   return ((time.time() - before), res)"," 'Decorator to time function calls. 
 This decorator will time the execution of the function and return the 
 time and the result of the function. 
 >>> @timeit 
 ... def foo(): 
 ...     return 1 
 >>> foo() 
 (0.00002997719, 1)'","'Run some function, and return (RunTimeInSeconds,Result)'"
"def http_date_to_dt(http_date, obs_date=False): 
    if (not obs_date): 
      return strptime(http_date, '%a,   %d   %b   %Y   %H:%M:%S   %Z') 
   time_formats = ('%a,   %d   %b   %Y   %H:%M:%S   %Z', '%a,   %d-%b-%Y   %H:%M:%S   %Z', '%A,   %d-%b-%y   %H:%M:%S   %Z', '%a   %b   %d   %H:%M:%S   %Y') 
   for time_format in time_formats: 
      try: 
         return strptime(http_date, time_format) 
      except ValueError: 
         continue 
   raise ValueError(('time   data   %r   does   not   match   known   formats' % http_date))"," 'Convert a date string to a datetime.datetime object 
 Parameters 
 http_date : str 
 A date string in any of the formats accepted by strptime(). 
 obs_date : bool 
 If True, the date string is assumed to be in UTC. If False, it is 
 assumed to be in the local time zone. 
 Returns 
 datetime.datetime 
 A datetime.datetime object. 
 Raises 
 ValueError 
 If the date string does not match any of the known formats.'","'Converts an HTTP date string to a datetime instance. 
 Args: 
 http_date (str): An RFC 1123 date string, e.g.: 
 ""Tue, 15 Nov 1994 12:45:26 GMT"". 
 obs_date (bool, optional): Support obs-date formats according to 
 RFC 7231, e.g.: 
 ""Sunday, 06-Nov-94 08:49:37 GMT"" (default ``False``). 
 Returns: 
 datetime: A UTC datetime instance corresponding to the given 
 HTTP date. 
 Raises: 
 ValueError: http_date doesn\'t match any of the available time formats'"
"def setup_platform(hass, config, add_devices, discovery_info=None): 
    import myusps 
   try: 
      cookie = hass.config.path(COOKIE) 
      session = myusps.get_session(config.get(CONF_USERNAME), config.get(CONF_PASSWORD), cookie_path=cookie) 
   except myusps.USPSError: 
      _LOGGER.exception('Could   not   connect   to   My   USPS') 
      return False 
   add_devices([USPSSensor(session, config.get(CONF_UPDATE_INTERVAL))])", 'Set up the My USPS sensor.','Setup the USPS platform.'
"def task_enable_flocker_control(distribution, action='start'): 
    validate_start_action(action) 
   if is_systemd_distribution(distribution): 
      return sequence([run_from_args(['systemctl', 'enable', 'flocker-control']), run_from_args(['systemctl', action.lower(), 'flocker-control'])]) 
   elif is_ubuntu(distribution): 
      return sequence([put(path='/etc/init/flocker-control.override', content=dedent('                                                            start   on   runlevel   [2345]\n                                                            stop   on   runlevel   [016]\n                                                            ')), run(""echo   'flocker-control-api DCTB 4523/tcp DCTB  DCTB  DCTB #   Flocker   Control   API   port'   >>   /etc/services""), run(""echo   'flocker-control-agent DCTB 4524/tcp DCTB  DCTB  DCTB #   Flocker   Control   Agent   port'   >>   /etc/services""), run_from_args(['service', 'flocker-control', action.lower()])]) 
   else: 
      raise DistributionNotSupported(distribution=distribution)"," 'Enable the Flocker control daemon on the system. 
 :param distribution: The distribution to use. 
 :param action: The action to perform. 
 :returns: A list of commands to run.'","'Enable flocker-control service. We need to be able to indicate whether 
 we want to start the service, when we are deploying a new cluster, 
 or if we want to restart it, when we are using an existent cluster in 
 managed mode. 
 :param bytes distribution: name of the distribution where the flocker 
 controls currently runs. The supported distros are: 
 - ubuntu-14.04 
 - ubuntu-16.04 
 - centos-<centos version> 
 :param bytes action: action to perform with the flocker control service. 
 Currently, we support: 
 -start 
 -stop 
 :raises ``DistributionNotSupported`` if the ``distribution`` is not 
 currently supported 
 ``UnknownAction`` if the action passed is not a valid one'"
